unit,cycle,reliability,y_obs,RUL
51,97,1.0,0,130
51,98,1.0,0,130
51,99,1.0,0,130
51,100,1.0,0,130
51,101,1.0,0,130
51,102,1.0,0,130
51,103,1.0,0,130
51,104,1.0,0,130
51,105,1.0,0,130
51,106,1.0,0,130
51,107,1.0,0,130
51,108,1.0,0,130
51,109,1.0,0,130
51,110,1.0,0,130
51,111,1.0,0,130
51,112,1.0,0,130
51,113,1.0,0,130
51,114,1.0,0,130
51,115,1.0,0,130
51,116,1.0,0,130
51,117,1.0,0,130
51,118,1.0,0,130
51,119,1.0,0,130
51,120,1.0,0,130
51,121,1.0,0,130
51,122,1.0,0,130
51,123,1.0,0,130
51,124,1.0,0,130
51,125,1.0,0,130
51,126,1.0,0,130
51,127,1.0,0,130
51,128,1.0,0,130
51,129,1.0,0,129
51,130,1.0,0,128
51,131,1.0,0,127
51,132,1.0,0,126
51,133,1.0,0,125
51,134,1.0,0,124
51,135,1.0,0,123
51,136,1.0,0,122
51,137,1.0,0,121
51,138,1.0,0,120
51,139,1.0,0,119
51,140,1.0,0,118
51,141,1.0,0,117
51,142,1.0,0,116
51,143,1.0,0,115
51,144,1.0,0,114
52,1,1.0,0,130
52,2,1.0,0,130
52,3,1.0,0,130
52,4,1.0,0,130
52,5,1.0,0,130
52,6,1.0,0,130
52,7,1.0,0,130
52,8,1.0,0,130
52,9,1.0,0,130
52,10,1.0,0,130
52,11,1.0,0,130
52,12,1.0,0,130
52,13,1.0,0,130
52,14,1.0,0,130
52,15,1.0,0,130
52,16,1.0,0,130
52,17,1.0,0,130
52,18,1.0,0,130
52,19,1.0,0,130
52,20,1.0,0,130
52,21,1.0,0,130
52,22,1.0,0,130
52,23,1.0,0,130
52,24,1.0,0,130
52,25,1.0,0,130
52,26,1.0,0,130
52,27,1.0,0,130
52,28,1.0,0,130
52,29,1.0,0,130
52,30,1.0,0,130
52,31,1.0,0,130
52,32,1.0,0,130
52,33,1.0,0,130
52,34,1.0,0,130
52,35,1.0,0,130
52,36,1.0,0,130
52,37,1.0,0,130
52,38,1.0,0,130
52,39,1.0,0,130
52,40,1.0,0,130
52,41,1.0,0,130
52,42,1.0,0,130
52,43,1.0,0,130
52,44,1.0,0,130
52,45,1.0,0,130
52,46,1.0,0,130
52,47,1.0,0,130
52,48,1.0,0,130
52,49,1.0,0,130
52,50,1.0,0,130
52,51,1.0,0,130
52,52,1.0,0,130
52,53,1.0,0,130
52,54,1.0,0,130
52,55,1.0,0,130
52,56,1.0,0,130
52,57,1.0,0,130
52,58,1.0,0,130
52,59,1.0,0,130
52,60,1.0,0,130
52,61,1.0,0,130
52,62,1.0,0,130
52,63,1.0,0,130
52,64,1.0,0,130
52,65,1.0,0,130
52,66,1.0,0,130
52,67,1.0,0,130
52,68,1.0,0,130
52,69,1.0,0,130
52,70,1.0,0,130
52,71,1.0,0,130
52,72,1.0,0,130
52,73,1.0,0,130
52,74,1.0,0,130
52,75,1.0,0,130
52,76,1.0,0,130
52,77,1.0,0,130
52,78,1.0,0,130
52,79,1.0,0,130
52,80,1.0,0,130
52,81,1.0,0,130
52,82,1.0,0,130
52,83,1.0,0,130
52,84,1.0,0,130
52,85,1.0,0,130
52,86,1.0,0,130
52,87,1.0,0,130
52,88,1.0,0,130
52,89,1.0,0,129
52,90,1.0,0,128
52,91,1.0,0,127
52,92,1.0,0,126
52,93,1.0,0,125
52,94,1.0,0,124
52,95,1.0,0,123
52,96,1.0,0,122
52,97,1.0,0,121
52,98,1.0,0,120
52,99,1.0,0,119
52,100,1.0,0,118
52,101,1.0,0,117
52,102,1.0,0,116
52,103,1.0,0,115
52,104,1.0,0,114
52,105,1.0,0,113
52,106,1.0,0,112
52,107,1.0,0,111
52,108,1.0,0,110
52,109,1.0,0,109
52,110,1.0,0,108
52,111,1.0,0,107
52,112,1.0,0,106
52,113,1.0,0,105
52,114,1.0,0,104
52,115,1.0,0,103
52,116,1.0,0,102
52,117,1.0,0,101
52,118,1.0,0,100
52,119,1.0,0,99
52,120,1.0,0,98
52,121,1.0,0,97
52,122,1.0,0,96
52,123,1.0,0,95
52,124,1.0,0,94
52,125,1.0,0,93
52,126,1.0,0,92
52,127,1.0,0,91
52,128,1.0,0,90
52,129,1.0,0,89
52,130,1.0,0,88
52,131,1.0,0,87
52,132,1.0,0,86
52,133,1.0,0,85
52,134,1.0,0,84
52,135,1.0,0,83
52,136,1.0,0,82
52,137,1.0,0,81
52,138,1.0,0,80
52,139,1.0,0,79
52,140,1.0,0,78
52,141,1.0,0,77
52,142,1.0,0,76
52,143,1.0,0,75
52,144,1.0,0,74
52,145,1.0,0,73
52,146,1.0,0,72
52,147,1.0,0,71
52,148,1.0,0,70
52,149,1.0,0,69
52,150,1.0,0,68
52,151,1.0,0,67
52,152,1.0,0,66
52,153,1.0,0,65
52,154,1.0,0,64
52,155,1.0,0,63
52,156,1.0,1,62
52,157,1.0,1,61
52,158,1.0,1,60
52,159,1.0,1,59
52,160,1.0,1,58
52,161,1.0,1,57
52,162,1.0,1,56
52,163,1.0,1,55
52,164,1.0,1,54
52,165,1.0,1,53
52,166,1.0,1,52
52,167,1.0,1,51
52,168,1.0,1,50
52,169,1.0,1,49
52,170,1.0,1,48
52,171,1.0,1,47
52,172,1.0,1,46
52,173,1.0,1,45
52,174,1.0,1,44
52,175,1.0,1,43
52,176,1.0,1,42
52,177,1.0,1,41
52,178,1.0,1,40
52,179,1.0,1,39
52,180,1.0,1,38
52,181,1.0,1,37
52,182,1.0,1,36
52,183,1.0,1,35
52,184,1.0,1,34
52,185,1.0,1,33
52,186,1.0,1,32
52,187,1.0,1,31
52,188,1.0,1,30
52,189,1.0,2,29
53,1,1.0,0,130
53,2,1.0,0,130
53,3,1.0,0,130
53,4,1.0,0,130
53,5,1.0,0,130
53,6,1.0,0,130
53,7,1.0,0,130
53,8,1.0,0,130
53,9,1.0,0,130
53,10,1.0,0,130
53,11,1.0,0,130
53,12,1.0,0,130
53,13,1.0,0,130
53,14,1.0,0,130
53,15,1.0,0,130
53,16,1.0,0,130
53,17,1.0,0,130
53,18,1.0,0,130
53,19,1.0,0,130
53,20,1.0,0,130
53,21,1.0,0,130
53,22,1.0,0,130
53,23,1.0,0,130
53,24,1.0,0,130
53,25,1.0,0,130
53,26,1.0,0,130
53,27,1.0,0,130
53,28,1.0,0,130
53,29,1.0,0,130
53,30,1.0,0,130
53,31,1.0,0,130
53,32,1.0,0,130
53,33,1.0,0,130
53,34,1.0,0,130
53,35,1.0,0,130
53,36,1.0,0,130
53,37,1.0,0,130
53,38,1.0,0,130
53,39,1.0,0,130
53,40,1.0,0,130
53,41,1.0,0,130
53,42,1.0,0,130
53,43,1.0,0,130
53,44,1.0,0,130
53,45,1.0,0,130
53,46,1.0,0,130
53,47,1.0,0,130
53,48,1.0,0,130
53,49,1.0,0,130
53,50,1.0,0,130
53,51,1.0,0,130
53,52,1.0,0,130
53,53,1.0,0,130
53,54,1.0,0,130
53,55,1.0,0,130
53,56,1.0,0,130
53,57,1.0,0,130
53,58,1.0,0,130
53,59,1.0,0,130
53,60,1.0,0,130
53,61,1.0,0,129
53,62,1.0,0,128
53,63,1.0,0,127
53,64,1.0,0,126
53,65,1.0,0,125
53,66,1.0,0,124
53,67,1.0,0,123
53,68,1.0,0,122
53,69,1.0,0,121
53,70,1.0,0,120
53,71,1.0,0,119
53,72,1.0,0,118
53,73,1.0,0,117
53,74,1.0,0,116
53,75,1.0,0,115
53,76,1.0,0,114
53,77,1.0,0,113
53,78,1.0,0,112
53,79,1.0,0,111
53,80,1.0,0,110
53,81,1.0,0,109
53,82,1.0,0,108
53,83,1.0,0,107
53,84,1.0,0,106
53,85,1.0,0,105
53,86,1.0,0,104
53,87,1.0,0,103
53,88,1.0,0,102
53,89,1.0,0,101
53,90,1.0,0,100
53,91,1.0,0,99
53,92,1.0,0,98
53,93,1.0,0,97
53,94,1.0,0,96
53,95,1.0,0,95
53,96,1.0,0,94
53,97,1.0,0,93
53,98,1.0,0,92
53,99,1.0,0,91
53,100,1.0,0,90
53,101,1.0,0,89
53,102,1.0,1,88
53,103,1.0,1,87
53,104,1.0,1,86
53,105,1.0,1,85
53,106,1.0,0,84
53,107,1.0,0,83
53,108,1.0,0,82
53,109,1.0,0,81
53,110,1.0,0,80
53,111,1.0,0,79
53,112,1.0,0,78
53,113,1.0,0,77
53,114,1.0,0,76
53,115,1.0,0,75
53,116,1.0,0,74
53,117,1.0,0,73
53,118,1.0,1,72
53,119,1.0,1,71
53,120,1.0,1,70
53,121,1.0,1,69
53,122,1.0,1,68
53,123,1.0,1,67
53,124,1.0,1,66
53,125,1.0,1,65
53,126,1.0,1,64
53,127,1.0,1,63
53,128,1.0,1,62
53,129,1.0,1,61
53,130,1.0,1,60
53,131,1.0,1,59
53,132,1.0,1,58
53,133,1.0,1,57
53,134,1.0,1,56
53,135,1.0,1,55
53,136,1.0,1,54
53,137,1.0,1,53
53,138,1.0,1,52
53,139,1.0,1,51
53,140,1.0,1,50
53,141,1.0,1,49
53,142,1.0,1,48
53,143,1.0,1,47
53,144,1.0,1,46
53,145,1.0,1,45
53,146,1.0,1,44
53,147,1.0,1,43
53,148,1.0,1,42
53,149,1.0,1,41
53,150,1.0,1,40
53,151,1.0,1,39
53,152,1.0,1,38
53,153,1.0,1,37
53,154,1.0,1,36
53,155,1.0,1,35
53,156,1.0,1,34
53,157,1.0,1,33
53,158,1.0,2,32
53,159,1.0,1,31
53,160,1.0,1,30
53,161,1.0,1,29
53,162,1.0,2,28
53,163,1.0,2,27
53,164,1.0,2,26
54,1,1.0,0,130
54,2,1.0,0,130
54,3,1.0,0,130
54,4,1.0,0,130
54,5,1.0,0,130
54,6,1.0,0,130
54,7,1.0,0,130
54,8,1.0,0,130
54,9,1.0,0,130
54,10,1.0,0,130
54,11,1.0,0,130
54,12,1.0,0,130
54,13,1.0,0,130
54,14,1.0,0,130
54,15,1.0,0,130
54,16,1.0,0,130
54,17,1.0,0,130
54,18,1.0,0,130
54,19,1.0,0,130
54,20,1.0,0,130
54,21,1.0,0,130
54,22,1.0,0,130
54,23,1.0,0,130
54,24,1.0,0,130
54,25,1.0,0,130
54,26,1.0,0,130
54,27,1.0,0,130
54,28,1.0,0,130
54,29,1.0,0,130
54,30,1.0,0,130
54,31,1.0,0,130
54,32,1.0,0,130
54,33,1.0,0,130
54,34,1.0,0,130
54,35,1.0,0,130
54,36,1.0,0,130
54,37,1.0,0,130
54,38,1.0,0,130
54,39,1.0,0,130
54,40,1.0,0,130
54,41,1.0,0,130
54,42,1.0,0,130
54,43,1.0,0,130
54,44,1.0,0,130
54,45,1.0,0,130
54,46,1.0,0,130
54,47,1.0,0,130
54,48,1.0,0,130
54,49,1.0,0,130
54,50,1.0,0,130
54,51,1.0,0,130
54,52,1.0,0,130
54,53,1.0,0,130
54,54,1.0,0,130
54,55,1.0,0,130
54,56,1.0,0,130
54,57,1.0,0,130
54,58,1.0,0,130
54,59,1.0,0,130
54,60,1.0,0,130
54,61,1.0,0,130
54,62,1.0,0,130
54,63,1.0,0,130
54,64,1.0,0,130
54,65,1.0,0,130
54,66,1.0,0,130
54,67,1.0,0,130
54,68,1.0,0,130
54,69,1.0,0,130
54,70,1.0,0,130
54,71,1.0,0,130
54,72,1.0,0,130
54,73,1.0,0,130
54,74,1.0,0,130
54,75,1.0,0,130
54,76,1.0,0,130
54,77,1.0,0,130
54,78,1.0,0,130
54,79,1.0,0,130
54,80,1.0,0,130
54,81,1.0,0,130
54,82,1.0,0,130
54,83,1.0,0,130
54,84,1.0,0,130
54,85,1.0,0,130
54,86,1.0,0,130
54,87,1.0,0,130
54,88,1.0,0,130
54,89,1.0,0,129
54,90,1.0,0,128
54,91,1.0,0,127
54,92,1.0,0,126
54,93,1.0,0,125
54,94,1.0,0,124
54,95,1.0,0,123
54,96,1.0,0,122
54,97,1.0,0,121
54,98,1.0,0,120
54,99,1.0,0,119
54,100,1.0,0,118
54,101,1.0,0,117
54,102,1.0,0,116
54,103,1.0,0,115
54,104,1.0,0,114
54,105,1.0,0,113
54,106,1.0,0,112
54,107,1.0,0,111
54,108,1.0,0,110
54,109,1.0,0,109
54,110,1.0,0,108
54,111,1.0,0,107
54,112,1.0,0,106
54,113,1.0,0,105
54,114,1.0,0,104
54,115,1.0,0,103
54,116,1.0,0,102
54,117,1.0,0,101
54,118,1.0,0,100
54,119,1.0,0,99
54,120,1.0,0,98
54,121,1.0,0,97
55,1,1.0,0,130
55,2,1.0,0,130
55,3,1.0,0,130
55,4,1.0,0,130
55,5,1.0,0,130
55,6,1.0,0,130
55,7,1.0,0,130
55,8,1.0,0,130
55,9,1.0,0,130
55,10,1.0,0,130
55,11,1.0,0,130
55,12,1.0,0,130
55,13,1.0,0,130
55,14,1.0,0,130
55,15,1.0,0,130
55,16,1.0,0,130
55,17,1.0,0,130
55,18,1.0,0,130
55,19,1.0,0,130
55,20,1.0,0,130
55,21,1.0,0,130
55,22,1.0,0,130
55,23,1.0,0,130
55,24,1.0,0,130
55,25,1.0,0,130
55,26,1.0,0,130
55,27,1.0,0,130
55,28,1.0,0,130
55,29,1.0,0,130
55,30,1.0,0,130
55,31,1.0,0,130
55,32,1.0,0,130
55,33,1.0,0,130
55,34,1.0,0,130
55,35,1.0,0,130
55,36,1.0,0,130
55,37,1.0,0,130
55,38,1.0,0,130
55,39,1.0,0,130
55,40,1.0,0,130
55,41,1.0,0,130
55,42,1.0,0,130
55,43,1.0,0,130
55,44,1.0,0,130
55,45,1.0,0,130
55,46,1.0,0,130
55,47,1.0,0,130
55,48,1.0,0,130
55,49,1.0,0,130
55,50,1.0,0,130
55,51,1.0,0,130
55,52,1.0,0,130
55,53,1.0,0,130
55,54,1.0,0,130
55,55,1.0,0,130
55,56,1.0,0,130
55,57,1.0,0,130
55,58,1.0,0,130
55,59,1.0,0,130
55,60,1.0,0,130
55,61,1.0,0,130
55,62,1.0,0,130
55,63,1.0,0,130
55,64,1.0,0,130
55,65,1.0,0,130
55,66,1.0,0,130
55,67,1.0,0,130
55,68,1.0,0,130
55,69,1.0,0,130
55,70,1.0,0,130
55,71,1.0,0,130
55,72,1.0,0,130
55,73,1.0,0,130
55,74,1.0,0,130
55,75,1.0,0,130
55,76,1.0,0,130
55,77,1.0,0,130
55,78,1.0,0,130
55,79,1.0,0,130
55,80,1.0,0,130
55,81,1.0,0,130
55,82,1.0,0,130
55,83,1.0,0,130
55,84,1.0,0,130
55,85,1.0,0,130
55,86,1.0,0,130
55,87,1.0,0,130
55,88,1.0,0,130
55,89,1.0,0,130
55,90,1.0,0,130
55,91,1.0,0,130
55,92,1.0,0,130
55,93,1.0,0,130
55,94,1.0,0,130
55,95,1.0,0,130
55,96,1.0,0,130
55,97,1.0,0,130
55,98,1.0,0,130
55,99,1.0,0,130
55,100,1.0,0,130
55,101,1.0,0,130
55,102,1.0,0,130
55,103,1.0,0,130
55,104,1.0,0,130
55,105,1.0,0,130
55,106,1.0,0,130
55,107,1.0,0,130
55,108,1.0,0,130
55,109,1.0,0,130
55,110,1.0,0,130
55,111,1.0,0,130
55,112,1.0,0,130
55,113,1.0,0,130
56,1,1.0,0,130
56,2,1.0,0,130
56,3,1.0,0,130
56,4,1.0,0,130
56,5,1.0,0,130
56,6,1.0,0,130
56,7,1.0,0,130
56,8,1.0,0,130
56,9,1.0,0,130
56,10,1.0,0,130
56,11,1.0,0,130
56,12,1.0,0,130
56,13,1.0,0,130
56,14,1.0,0,130
56,15,1.0,0,130
56,16,1.0,0,130
56,17,1.0,0,130
56,18,1.0,0,130
56,19,1.0,0,130
56,20,1.0,0,130
56,21,1.0,0,130
56,22,1.0,0,129
56,23,1.0,0,128
56,24,1.0,0,127
56,25,1.0,0,126
56,26,1.0,0,125
56,27,1.0,0,124
56,28,1.0,0,123
56,29,1.0,0,122
56,30,1.0,0,121
56,31,1.0,0,120
56,32,1.0,0,119
56,33,1.0,0,118
56,34,1.0,0,117
56,35,1.0,0,116
56,36,1.0,0,115
56,37,1.0,0,114
56,38,1.0,0,113
56,39,1.0,0,112
56,40,1.0,0,111
56,41,1.0,0,110
56,42,1.0,0,109
56,43,1.0,0,108
56,44,1.0,0,107
56,45,1.0,0,106
56,46,1.0,0,105
56,47,1.0,0,104
56,48,1.0,1,103
56,49,1.0,1,102
56,50,1.0,0,101
56,51,1.0,0,100
56,52,1.0,0,99
56,53,1.0,0,98
56,54,1.0,0,97
56,55,1.0,0,96
56,56,1.0,0,95
56,57,1.0,0,94
56,58,1.0,0,93
56,59,1.0,0,92
56,60,1.0,0,91
56,61,1.0,0,90
56,62,1.0,0,89
56,63,1.0,0,88
56,64,1.0,0,87
56,65,1.0,0,86
56,66,1.0,0,85
56,67,1.0,0,84
56,68,1.0,0,83
56,69,1.0,0,82
56,70,1.0,1,81
56,71,1.0,1,80
56,72,1.0,1,79
56,73,1.0,1,78
56,74,1.0,0,77
56,75,1.0,0,76
56,76,1.0,1,75
56,77,1.0,0,74
56,78,1.0,0,73
56,79,1.0,1,72
56,80,1.0,1,71
56,81,1.0,1,70
56,82,1.0,1,69
56,83,1.0,1,68
56,84,1.0,1,67
56,85,1.0,1,66
56,86,1.0,1,65
56,87,1.0,1,64
56,88,1.0,1,63
56,89,1.0,1,62
56,90,1.0,1,61
56,91,1.0,1,60
56,92,1.0,1,59
56,93,1.0,1,58
56,94,1.0,1,57
56,95,1.0,1,56
56,96,1.0,1,55
56,97,1.0,1,54
56,98,1.0,1,53
56,99,1.0,1,52
56,100,1.0,1,51
56,101,1.0,1,50
56,102,1.0,1,49
56,103,1.0,1,48
56,104,1.0,1,47
56,105,1.0,1,46
56,106,1.0,1,45
56,107,1.0,1,44
56,108,1.0,1,43
56,109,1.0,1,42
56,110,1.0,1,41
56,111,1.0,1,40
56,112,1.0,2,39
56,113,1.0,1,38
56,114,1.0,2,37
56,115,1.0,2,36
56,116,1.0,2,35
56,117,1.0,2,34
56,118,1.0,2,33
56,119,1.0,2,32
56,120,1.0,2,31
56,121,1.0,2,30
56,122,1.0,2,29
56,123,1.0,2,28
56,124,1.0,2,27
56,125,1.0,2,26
56,126,1.0,2,25
56,127,1.0,2,24
56,128,1.0,2,23
56,129,1.0,2,22
56,130,1.0,2,21
56,131,1.0,2,20
56,132,1.0,2,19
56,133,,3,18
56,134,,3,17
56,135,,2,16
56,136,,2,15
57,1,1.0,0,130
57,2,1.0,0,130
57,3,1.0,0,130
57,4,1.0,0,130
57,5,1.0,0,130
57,6,1.0,0,130
57,7,1.0,0,130
57,8,1.0,0,130
57,9,1.0,0,130
57,10,1.0,0,130
57,11,1.0,0,130
57,12,1.0,0,130
57,13,1.0,0,130
57,14,1.0,0,130
57,15,1.0,0,130
57,16,1.0,0,130
57,17,1.0,0,130
57,18,1.0,0,130
57,19,1.0,0,130
57,20,1.0,0,130
57,21,1.0,0,130
57,22,1.0,0,130
57,23,1.0,0,130
57,24,1.0,0,130
57,25,1.0,0,130
57,26,1.0,0,130
57,27,1.0,0,130
57,28,1.0,0,130
57,29,1.0,0,130
57,30,1.0,0,130
57,31,1.0,0,130
57,32,1.0,0,130
57,33,1.0,0,130
57,34,1.0,0,130
57,35,1.0,0,130
57,36,1.0,0,130
57,37,1.0,0,130
57,38,1.0,0,130
57,39,1.0,0,130
57,40,1.0,0,130
57,41,1.0,0,130
57,42,1.0,0,130
57,43,1.0,0,130
57,44,1.0,0,130
57,45,1.0,0,130
57,46,1.0,0,130
57,47,1.0,0,130
57,48,1.0,0,130
57,49,1.0,0,130
57,50,1.0,0,130
57,51,1.0,0,130
57,52,1.0,0,130
57,53,1.0,0,130
57,54,1.0,0,130
57,55,1.0,0,130
57,56,1.0,0,130
57,57,1.0,0,130
57,58,1.0,0,130
57,59,1.0,0,130
57,60,1.0,0,130
57,61,1.0,0,130
57,62,1.0,0,130
57,63,1.0,0,130
57,64,1.0,0,130
57,65,1.0,0,130
57,66,1.0,0,130
57,67,1.0,0,130
57,68,1.0,0,130
57,69,1.0,0,130
57,70,1.0,0,130
57,71,1.0,0,130
57,72,1.0,0,130
57,73,1.0,0,130
57,74,1.0,0,130
57,75,1.0,0,130
57,76,1.0,0,130
57,77,1.0,0,130
57,78,1.0,0,130
57,79,1.0,0,130
57,80,1.0,0,130
57,81,1.0,0,130
57,82,1.0,0,130
57,83,1.0,0,130
57,84,1.0,0,130
57,85,1.0,0,130
57,86,1.0,0,130
57,87,1.0,0,130
57,88,1.0,0,130
57,89,1.0,0,130
57,90,1.0,0,130
57,91,1.0,0,130
57,92,1.0,0,130
57,93,1.0,0,130
57,94,1.0,0,130
57,95,1.0,0,130
57,96,1.0,0,130
57,97,1.0,0,130
57,98,1.0,0,130
57,99,1.0,0,130
57,100,1.0,0,130
57,101,1.0,0,130
57,102,1.0,0,130
57,103,1.0,0,130
57,104,1.0,0,130
57,105,1.0,0,130
57,106,1.0,0,130
57,107,1.0,0,130
57,108,1.0,0,130
57,109,1.0,0,130
57,110,1.0,0,130
57,111,1.0,0,130
57,112,1.0,0,130
57,113,1.0,0,130
57,114,1.0,0,130
57,115,1.0,0,130
57,116,1.0,0,130
57,117,1.0,0,130
57,118,1.0,0,130
57,119,1.0,0,130
57,120,1.0,0,130
57,121,1.0,0,130
57,122,1.0,0,130
57,123,1.0,0,130
57,124,1.0,0,130
57,125,1.0,0,130
57,126,1.0,0,130
57,127,1.0,0,130
57,128,1.0,0,130
57,129,1.0,0,130
57,130,1.0,0,130
57,131,1.0,0,130
57,132,1.0,0,130
57,133,1.0,0,130
57,134,1.0,0,129
57,135,1.0,0,128
57,136,1.0,0,127
57,137,1.0,0,126
57,138,1.0,0,125
57,139,1.0,0,124
57,140,1.0,0,123
57,141,1.0,0,122
57,142,1.0,0,121
57,143,1.0,0,120
57,144,1.0,0,119
57,145,1.0,0,118
57,146,1.0,0,117
57,147,1.0,0,116
57,148,1.0,0,115
57,149,1.0,0,114
57,150,1.0,0,113
57,151,1.0,0,112
57,152,1.0,0,111
57,153,1.0,0,110
57,154,1.0,0,109
57,155,1.0,0,108
57,156,1.0,0,107
57,157,1.0,0,106
57,158,1.0,0,105
57,159,1.0,0,104
57,160,1.0,0,103
58,1,1.0,0,130
58,2,1.0,0,130
58,3,1.0,0,130
58,4,1.0,0,130
58,5,1.0,0,130
58,6,1.0,0,130
58,7,1.0,0,130
58,8,1.0,0,130
58,9,1.0,0,130
58,10,1.0,0,130
58,11,1.0,0,130
58,12,1.0,0,130
58,13,1.0,0,130
58,14,1.0,0,130
58,15,1.0,0,130
58,16,1.0,0,130
58,17,1.0,0,130
58,18,1.0,0,130
58,19,1.0,0,130
58,20,1.0,0,130
58,21,1.0,0,130
58,22,1.0,0,130
58,23,1.0,0,130
58,24,1.0,0,130
58,25,1.0,0,130
58,26,1.0,0,130
58,27,1.0,0,130
58,28,1.0,0,130
58,29,1.0,0,130
58,30,1.0,0,130
58,31,1.0,0,130
58,32,1.0,0,130
58,33,1.0,0,130
58,34,1.0,0,130
58,35,1.0,0,130
58,36,1.0,0,130
58,37,1.0,0,130
58,38,1.0,0,130
58,39,1.0,0,130
58,40,1.0,0,130
58,41,1.0,0,130
58,42,1.0,0,130
58,43,1.0,0,130
58,44,1.0,0,130
58,45,1.0,0,130
58,46,1.0,0,130
58,47,1.0,0,130
58,48,1.0,0,130
58,49,1.0,0,130
58,50,1.0,0,130
58,51,1.0,0,130
58,52,1.0,0,130
58,53,1.0,0,130
58,54,1.0,0,130
58,55,1.0,0,130
58,56,1.0,0,130
58,57,1.0,0,130
58,58,1.0,0,130
58,59,1.0,0,130
58,60,1.0,0,130
58,61,1.0,0,130
58,62,1.0,0,130
58,63,1.0,0,130
58,64,1.0,0,130
58,65,1.0,0,130
58,66,1.0,0,130
58,67,1.0,0,130
58,68,1.0,0,130
58,69,1.0,0,130
58,70,1.0,0,130
58,71,1.0,0,130
58,72,1.0,0,130
58,73,1.0,0,130
58,74,1.0,0,130
58,75,1.0,0,130
58,76,1.0,0,130
58,77,1.0,0,130
58,78,1.0,0,130
58,79,1.0,0,130
58,80,1.0,0,130
58,81,1.0,0,130
58,82,1.0,0,130
58,83,1.0,0,130
58,84,1.0,0,129
58,85,1.0,0,128
58,86,1.0,0,127
58,87,1.0,0,126
58,88,1.0,0,125
58,89,1.0,0,124
58,90,1.0,0,123
58,91,1.0,0,122
58,92,1.0,0,121
58,93,1.0,0,120
58,94,1.0,0,119
58,95,1.0,0,118
58,96,1.0,0,117
58,97,1.0,0,116
58,98,1.0,0,115
58,99,1.0,0,114
58,100,1.0,0,113
58,101,1.0,0,112
58,102,1.0,0,111
58,103,1.0,0,110
58,104,1.0,0,109
58,105,1.0,0,108
58,106,1.0,0,107
58,107,1.0,0,106
58,108,1.0,0,105
58,109,1.0,0,104
58,110,1.0,0,103
58,111,1.0,0,102
58,112,1.0,0,101
58,113,1.0,0,100
58,114,1.0,0,99
58,115,1.0,0,98
58,116,1.0,0,97
58,117,1.0,0,96
58,118,1.0,0,95
58,119,1.0,0,94
58,120,1.0,0,93
58,121,1.0,0,92
58,122,1.0,0,91
58,123,1.0,0,90
58,124,1.0,0,89
58,125,1.0,0,88
58,126,1.0,0,87
58,127,1.0,0,86
58,128,1.0,0,85
58,129,1.0,0,84
58,130,1.0,0,83
58,131,1.0,0,82
58,132,1.0,0,81
58,133,1.0,0,80
58,134,1.0,0,79
58,135,1.0,0,78
58,136,1.0,0,77
58,137,1.0,0,76
58,138,1.0,0,75
58,139,1.0,0,74
58,140,1.0,0,73
58,141,1.0,0,72
58,142,1.0,0,71
58,143,1.0,0,70
58,144,1.0,0,69
58,145,1.0,0,68
58,146,1.0,0,67
58,147,1.0,0,66
58,148,1.0,0,65
58,149,1.0,0,64
58,150,1.0,0,63
58,151,1.0,0,62
58,152,1.0,0,61
58,153,1.0,0,60
58,154,1.0,0,59
58,155,1.0,0,58
58,156,1.0,0,57
58,157,1.0,0,56
58,158,1.0,0,55
58,159,1.0,0,54
58,160,1.0,0,53
58,161,1.0,0,52
58,162,1.0,0,51
58,163,1.0,0,50
58,164,1.0,0,49
58,165,1.0,0,48
58,166,1.0,0,47
58,167,1.0,1,46
58,168,1.0,1,45
58,169,1.0,1,44
58,170,1.0,1,43
58,171,1.0,1,42
58,172,1.0,1,41
58,173,1.0,1,40
58,174,1.0,1,39
58,175,1.0,1,38
58,176,1.0,1,37
59,1,1.0,0,130
59,2,1.0,0,130
59,3,1.0,0,130
59,4,1.0,0,130
59,5,1.0,0,130
59,6,1.0,0,130
59,7,1.0,0,130
59,8,1.0,0,130
59,9,1.0,0,130
59,10,1.0,0,130
59,11,1.0,0,130
59,12,1.0,0,130
59,13,1.0,0,130
59,14,1.0,0,130
59,15,1.0,0,130
59,16,1.0,0,130
59,17,1.0,0,130
59,18,1.0,0,130
59,19,1.0,0,130
59,20,1.0,0,130
59,21,1.0,0,130
59,22,1.0,0,130
59,23,1.0,0,130
59,24,1.0,0,130
59,25,1.0,0,130
59,26,1.0,0,130
59,27,1.0,0,130
59,28,1.0,0,130
59,29,1.0,0,130
59,30,1.0,0,130
59,31,1.0,0,130
59,32,1.0,0,130
59,33,1.0,0,130
59,34,1.0,0,130
59,35,1.0,0,130
59,36,1.0,0,130
59,37,1.0,0,130
59,38,1.0,0,130
59,39,1.0,0,130
59,40,1.0,0,130
59,41,1.0,0,130
59,42,1.0,0,130
59,43,1.0,0,130
59,44,1.0,0,130
59,45,1.0,0,130
59,46,1.0,0,130
59,47,1.0,0,130
59,48,1.0,0,130
59,49,1.0,0,130
59,50,1.0,0,130
59,51,1.0,0,130
59,52,1.0,0,130
59,53,1.0,0,130
59,54,1.0,0,130
59,55,1.0,0,130
59,56,1.0,0,130
59,57,1.0,0,130
59,58,1.0,0,130
59,59,1.0,0,130
